instant,dteday,hr,casual,registered,cnt,season_desc,year,month,weekday_desc,weather_desc,temp_actual,atemp_actual,hum_actual,windspeed_actual,workingday_desc,holiday_desc
183,2011-01-08,21,2,35,37,Spring,2011,Jan,Sat,Clear/Few clouds,4.92,5.305,39.0,23.9994,Not Working Day,Not Holiday
184,2011-01-08,22,1,33,34,Spring,2011,Jan,Sat,Clear/Few clouds,4.92,5.305,36.0,26.0027,Not Working Day,Not Holiday
185,2011-01-08,23,0,22,22,Spring,2011,Jan,Sat,Clear/Few clouds,4.1000000000000005,3.0300000000000002,39.0,30.002599999999997,Not Working Day,Not Holiday
186,2011-01-09,0,1,24,25,Spring,2011,Jan,Sun,Clear/Few clouds,4.1000000000000005,3.7900000000000005,42.0,26.0027,Not Working Day,Not Holiday
187,2011-01-09,1,0,12,12,Spring,2011,Jan,Sun,Clear/Few clouds,4.1000000000000005,3.0300000000000002,42.0,31.0009,Not Working Day,Not Holiday
188,2011-01-09,2,0,11,11,Spring,2011,Jan,Sun,Clear/Few clouds,4.1000000000000005,3.0300000000000002,46.0,31.0009,Not Working Day,Not Holiday
189,2011-01-09,3,0,4,4,Spring,2011,Jan,Sun,Clear/Few clouds,4.1000000000000005,3.7900000000000005,46.0,27.999299999999998,Not Working Day,Not Holiday
190,2011-01-09,4,0,1,1,Spring,2011,Jan,Sun,Clear/Few clouds,3.2800000000000002,4.545,53.0,12.998000000000001,Not Working Day,Not Holiday
191,2011-01-09,5,0,1,1,Spring,2011,Jan,Sun,Clear/Few clouds,3.2800000000000002,4.545,53.0,12.998000000000001,Not Working Day,Not Holiday
192,2011-01-09,6,0,1,1,Spring,2011,Jan,Sun,Clear/Few clouds,4.1000000000000005,4.545,49.0,19.0012,Not Working Day,Not Holiday
193,2011-01-09,7,1,5,6,Spring,2011,Jan,Sun,Clear/Few clouds,3.2800000000000002,4.545,53.0,12.998000000000001,Not Working Day,Not Holiday
194,2011-01-09,8,0,10,10,Spring,2011,Jan,Sun,Clear/Few clouds,4.1000000000000005,4.545,49.0,19.0012,Not Working Day,Not Holiday
195,2011-01-09,9,0,19,19,Spring,2011,Jan,Sun,Clear/Few clouds,4.92,3.7900000000000005,46.0,35.0008,Not Working Day,Not Holiday
196,2011-01-09,10,0,49,49,Spring,2011,Jan,Sun,Clear/Few clouds,5.74,5.305,43.0,26.0027,Not Working Day,Not Holiday
197,2011-01-09,11,2,47,49,Spring,2011,Jan,Sun,Clear/Few clouds,6.5600000000000005,6.0600000000000005,40.0,35.0008,Not Working Day,Not Holiday
198,2011-01-09,12,4,79,83,Spring,2011,Jan,Sun,Clear/Few clouds,7.38,6.819999999999999,37.0,30.002599999999997,Not Working Day,Not Holiday
199,2011-01-09,13,6,69,75,Spring,2011,Jan,Sun,Clear/Few clouds,8.200000000000001,8.334999999999999,34.0,30.002599999999997,Not Working Day,Not Holiday
200,2011-01-09,14,8,64,72,Spring,2011,Jan,Sun,Clear/Few clouds,9.02,9.09,32.0,31.0009,Not Working Day,Not Holiday
201,2011-01-09,15,5,77,82,Spring,2011,Jan,Sun,Clear/Few clouds,9.02,9.85,35.0,23.9994,Not Working Day,Not Holiday
202,2011-01-09,16,13,79,92,Spring,2011,Jan,Sun,Clear/Few clouds,8.200000000000001,8.334999999999999,34.0,30.002599999999997,Not Working Day,Not Holiday
203,2011-01-09,17,3,59,62,Spring,2011,Jan,Sun,Clear/Few clouds,7.38,7.575,37.0,26.0027,Not Working Day,Not Holiday
204,2011-01-09,18,4,44,48,Spring,2011,Jan,Sun,Clear/Few clouds,6.5600000000000005,6.819999999999999,40.0,22.0028,Not Working Day,Not Holiday
205,2011-01-09,19,1,40,41,Spring,2011,Jan,Sun,Clear/Few clouds,6.5600000000000005,6.819999999999999,43.0,22.0028,Not Working Day,Not Holiday
206,2011-01-09,20,0,38,38,Spring,2011,Jan,Sun,Clear/Few clouds,5.74,6.0600000000000005,46.0,16.997899999999998,Not Working Day,Not Holiday
207,2011-01-09,21,1,19,20,Spring,2011,Jan,Sun,Clear/Few clouds,5.74,5.305,46.0,27.999299999999998,Not Working Day,Not Holiday
208,2011-01-09,22,5,10,15,Spring,2011,Jan,Sun,Clear/Few clouds,5.74,6.0600000000000005,46.0,19.999499999999998,Not Working Day,Not Holiday
209,2011-01-09,23,0,6,6,Spring,2011,Jan,Sun,Clear/Few clouds,4.92,6.819999999999999,50.0,12.998000000000001,Not Working Day,Not Holiday
210,2011-01-10,0,2,3,5,Spring,2011,Jan,Mon,Clear/Few clouds,4.92,6.0600000000000005,50.0,19.0012,Working Day,Not Holiday
211,2011-01-10,1,1,0,1,Spring,2011,Jan,Mon,Clear/Few clouds,4.92,6.0600000000000005,50.0,19.0012,Working Day,Not Holiday
212,2011-01-10,2,0,3,3,Spring,2011,Jan,Mon,Clear/Few clouds,4.92,6.0600000000000005,50.0,15.001299999999999,Working Day,Not Holiday
213,2011-01-10,3,0,1,1,Spring,2011,Jan,Mon,Clear/Few clouds,4.92,6.0600000000000005,50.0,15.001299999999999,Working Day,Not Holiday
214,2011-01-10,4,1,2,3,Spring,2011,Jan,Mon,Clear/Few clouds,4.1000000000000005,6.0600000000000005,54.0,8.9981,Working Day,Not Holiday
215,2011-01-10,5,0,3,3,Spring,2011,Jan,Mon,Clear/Few clouds,4.1000000000000005,5.305,54.0,16.997899999999998,Working Day,Not Holiday
216,2011-01-10,6,0,31,31,Spring,2011,Jan,Mon,Clear/Few clouds,4.92,6.0600000000000005,50.0,19.0012,Working Day,Not Holiday
217,2011-01-10,7,2,75,77,Spring,2011,Jan,Mon,Clear/Few clouds,4.92,6.0600000000000005,50.0,15.001299999999999,Working Day,Not Holiday
218,2011-01-10,8,4,184,188,Spring,2011,Jan,Mon,Mist/Cloudy,4.92,6.0600000000000005,50.0,19.0012,Working Day,Not Holiday
219,2011-01-10,9,2,92,94,Spring,2011,Jan,Mon,Mist/Cloudy,5.74,6.0600000000000005,50.0,16.997899999999998,Working Day,Not Holiday
220,2011-01-10,10,0,31,31,Spring,2011,Jan,Mon,Mist/Cloudy,5.74,6.0600000000000005,50.0,19.999499999999998,Working Day,Not Holiday
221,2011-01-10,11,2,28,30,Spring,2011,Jan,Mon,Mist/Cloudy,6.5600000000000005,6.819999999999999,47.0,19.0012,Working Day,Not Holiday
222,2011-01-10,12,5,47,52,Spring,2011,Jan,Mon,Mist/Cloudy,8.200000000000001,9.09,40.0,19.0012,Working Day,Not Holiday
223,2011-01-10,13,4,50,54,Spring,2011,Jan,Mon,Mist/Cloudy,8.200000000000001,9.09,40.0,19.0012,Working Day,Not Holiday
224,2011-01-10,14,0,47,47,Spring,2011,Jan,Mon,Mist/Cloudy,8.200000000000001,9.85,40.0,15.001299999999999,Working Day,Not Holiday
225,2011-01-10,15,2,43,45,Spring,2011,Jan,Mon,Mist/Cloudy,8.200000000000001,9.85,40.0,15.001299999999999,Working Day,Not Holiday
226,2011-01-10,16,4,70,74,Spring,2011,Jan,Mon,Clear/Few clouds,8.200000000000001,10.605,40.0,8.9981,Working Day,Not Holiday
227,2011-01-10,17,4,174,178,Spring,2011,Jan,Mon,Clear/Few clouds,8.200000000000001,11.365,40.0,7.0015,Working Day,Not Holiday
228,2011-01-10,18,1,154,155,Spring,2011,Jan,Mon,Clear/Few clouds,8.200000000000001,9.85,40.0,15.001299999999999,Working Day,Not Holiday
229,2011-01-10,19,3,92,95,Spring,2011,Jan,Mon,Clear/Few clouds,6.5600000000000005,8.334999999999999,47.0,11.0014,Working Day,Not Holiday
230,2011-01-10,20,1,73,74,Spring,2011,Jan,Mon,Clear/Few clouds,6.5600000000000005,8.334999999999999,50.0,11.0014,Working Day,Not Holiday
231,2011-01-10,21,1,37,38,Spring,2011,Jan,Mon,Clear/Few clouds,5.74,6.819999999999999,59.0,12.998000000000001,Working Day,Not Holiday
232,2011-01-10,22,2,22,24,Spring,2011,Jan,Mon,Clear/Few clouds,5.74,7.575,59.0,11.0014,Working Day,Not Holiday
233,2011-01-10,23,0,18,18,Spring,2011,Jan,Mon,Clear/Few clouds,5.74,7.575,59.0,11.0014,Working Day,Not Holiday
234,2011-01-11,0,2,10,12,Spring,2011,Jan,Tue,Clear/Few clouds,5.74,8.334999999999999,59.0,7.0015,Working Day,Not Holiday
235,2011-01-11,1,0,3,3,Spring,2011,Jan,Tue,Clear/Few clouds,5.74,7.575,59.0,11.0014,Working Day,Not Holiday
236,2011-01-11,2,0,3,3,Spring,2011,Jan,Tue,Mist/Cloudy,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,Working Day,Not Holiday
237,2011-01-11,5,0,6,6,Spring,2011,Jan,Tue,Mist/Cloudy,6.5600000000000005,9.09,55.00000000000001,8.9981,Working Day,Not Holiday
238,2011-01-11,6,0,27,27,Spring,2011,Jan,Tue,Mist/Cloudy,6.5600000000000005,9.09,55.00000000000001,8.9981,Working Day,Not Holiday
239,2011-01-11,7,2,97,99,Spring,2011,Jan,Tue,Mist/Cloudy,6.5600000000000005,11.365,55.00000000000001,0.0,Working Day,Not Holiday
240,2011-01-11,8,3,214,217,Spring,2011,Jan,Tue,Mist/Cloudy,7.38,10.605,51.0,6.0032,Working Day,Not Holiday
241,2011-01-11,9,3,127,130,Spring,2011,Jan,Tue,Mist/Cloudy,7.38,9.85,51.0,11.0014,Working Day,Not Holiday
242,2011-01-11,10,3,51,54,Spring,2011,Jan,Tue,Mist/Cloudy,8.200000000000001,10.605,51.0,11.0014,Working Day,Not Holiday
243,2011-01-11,11,4,31,35,Spring,2011,Jan,Tue,Mist/Cloudy,8.200000000000001,10.605,47.0,8.9981,Working Day,Not Holiday
244,2011-01-11,12,2,55,57,Spring,2011,Jan,Tue,Mist/Cloudy,8.200000000000001,11.365,51.0,7.0015,Working Day,Not Holiday
245,2011-01-11,13,6,46,52,Spring,2011,Jan,Tue,Mist/Cloudy,8.200000000000001,11.365,59.0,6.0032,Working Day,Not Holiday
246,2011-01-11,14,3,60,63,Spring,2011,Jan,Tue,Mist/Cloudy,8.200000000000001,11.365,59.0,6.0032,Working Day,Not Holiday
247,2011-01-11,15,2,45,47,Spring,2011,Jan,Tue,Mist/Cloudy,6.5600000000000005,9.85,80.0,6.0032,Working Day,Not Holiday
248,2011-01-11,16,4,72,76,Spring,2011,Jan,Tue,Mist/Cloudy,6.5600000000000005,7.575,86.0,15.001299999999999,Working Day,Not Holiday
249,2011-01-11,17,6,130,136,Spring,2011,Jan,Tue,Mist/Cloudy,6.5600000000000005,7.575,86.0,15.001299999999999,Working Day,Not Holiday
250,2011-01-11,18,1,94,95,Spring,2011,Jan,Tue,Light Rain/Snow,6.5600000000000005,9.09,93.0,7.0015,Working Day,Not Holiday
251,2011-01-11,19,0,51,51,Spring,2011,Jan,Tue,Light Rain/Snow,6.5600000000000005,11.365,93.0,0.0,Working Day,Not Holiday
252,2011-01-11,20,0,32,32,Spring,2011,Jan,Tue,Light Rain/Snow,6.5600000000000005,7.575,93.0,12.998000000000001,Working Day,Not Holiday
253,2011-01-11,21,0,20,20,Spring,2011,Jan,Tue,Light Rain/Snow,6.5600000000000005,9.85,86.0,6.0032,Working Day,Not Holiday
254,2011-01-11,22,1,28,29,Spring,2011,Jan,Tue,Light Rain/Snow,6.5600000000000005,9.09,93.0,7.0015,Working Day,Not Holiday
255,2011-01-11,23,1,18,19,Spring,2011,Jan,Tue,Light Rain/Snow,6.5600000000000005,9.85,93.0,6.0032,Working Day,Not Holiday
256,2011-01-12,0,0,7,7,Spring,2011,Jan,Wed,Mist/Cloudy,6.5600000000000005,9.85,86.0,6.0032,Working Day,Not Holiday
257,2011-01-12,1,0,6,6,Spring,2011,Jan,Wed,Mist/Cloudy,6.5600000000000005,9.09,86.0,7.0015,Working Day,Not Holiday
258,2011-01-12,2,0,1,1,Spring,2011,Jan,Wed,Clear/Few clouds,5.74,7.575,86.0,8.9981,Working Day,Not Holiday
259,2011-01-12,5,0,5,5,Spring,2011,Jan,Wed,Clear/Few clouds,5.74,7.575,86.0,11.0014,Working Day,Not Holiday
260,2011-01-12,6,0,16,16,Spring,2011,Jan,Wed,Clear/Few clouds,4.92,7.575,93.0,8.9981,Working Day,Not Holiday
261,2011-01-12,7,0,54,54,Spring,2011,Jan,Wed,Clear/Few clouds,5.74,7.575,69.0,8.9981,Working Day,Not Holiday
262,2011-01-12,8,3,125,128,Spring,2011,Jan,Wed,Clear/Few clouds,6.5600000000000005,8.334999999999999,59.0,11.0014,Working Day,Not Holiday
263,2011-01-12,9,3,78,81,Spring,2011,Jan,Wed,Clear/Few clouds,6.5600000000000005,6.819999999999999,59.0,22.0028,Working Day,Not Holiday
264,2011-01-12,10,0,39,39,Spring,2011,Jan,Wed,Clear/Few clouds,7.38,9.09,55.00000000000001,15.001299999999999,Working Day,Not Holiday
265,2011-01-12,11,3,32,35,Spring,2011,Jan,Wed,Clear/Few clouds,8.200000000000001,9.09,51.0,26.0027,Working Day,Not Holiday
266,2011-01-12,12,3,52,55,Spring,2011,Jan,Wed,Clear/Few clouds,8.200000000000001,7.575,47.0,39.000699999999995,Working Day,Not Holiday
267,2011-01-12,13,0,49,49,Spring,2011,Jan,Wed,Clear/Few clouds,9.02,9.85,44.0,23.9994,Working Day,Not Holiday
268,2011-01-12,14,0,44,44,Spring,2011,Jan,Wed,Clear/Few clouds,8.200000000000001,9.09,47.0,22.0028,Working Day,Not Holiday
269,2011-01-12,15,1,48,49,Spring,2011,Jan,Wed,Clear/Few clouds,8.200000000000001,8.334999999999999,47.0,27.999299999999998,Working Day,Not Holiday
270,2011-01-12,16,5,63,68,Spring,2011,Jan,Wed,Clear/Few clouds,9.02,9.85,44.0,22.0028,Working Day,Not Holiday
271,2011-01-12,17,0,139,139,Spring,2011,Jan,Wed,Clear/Few clouds,8.200000000000001,9.09,47.0,23.9994,Working Day,Not Holiday
272,2011-01-12,18,2,135,137,Spring,2011,Jan,Wed,Clear/Few clouds,8.200000000000001,7.575,47.0,35.0008,Working Day,Not Holiday
273,2011-01-12,19,1,82,83,Spring,2011,Jan,Wed,Clear/Few clouds,7.38,7.575,47.0,27.999299999999998,Working Day,Not Holiday
274,2011-01-12,20,2,54,56,Spring,2011,Jan,Wed,Clear/Few clouds,6.5600000000000005,6.819999999999999,50.0,22.0028,Working Day,Not Holiday
275,2011-01-12,21,0,57,57,Spring,2011,Jan,Wed,Clear/Few clouds,6.5600000000000005,6.819999999999999,55.00000000000001,22.0028,Working Day,Not Holiday
276,2011-01-12,22,1,32,33,Spring,2011,Jan,Wed,Clear/Few clouds,6.5600000000000005,6.0600000000000005,55.00000000000001,30.002599999999997,Working Day,Not Holiday
277,2011-01-12,23,1,19,20,Spring,2011,Jan,Wed,Clear/Few clouds,5.74,5.305,59.0,27.999299999999998,Working Day,Not Holiday
278,2011-01-13,0,1,6,7,Spring,2011,Jan,Thu,Clear/Few clouds,5.74,6.0600000000000005,59.0,19.0012,Working Day,Not Holiday
279,2011-01-13,1,0,2,2,Spring,2011,Jan,Thu,Clear/Few clouds,5.74,6.0600000000000005,50.0,19.0012,Working Day,Not Holiday
280,2011-01-13,2,0,2,2,Spring,2011,Jan,Thu,Clear/Few clouds,5.74,6.0600000000000005,50.0,23.9994,Working Day,Not Holiday
281,2011-01-13,3,0,3,3,Spring,2011,Jan,Thu,Clear/Few clouds,5.74,6.0600000000000005,50.0,22.0028,Working Day,Not Holiday
282,2011-01-13,4,0,4,4,Spring,2011,Jan,Thu,Clear/Few clouds,5.74,6.0600000000000005,50.0,16.997899999999998,Working Day,Not Holiday
283,2011-01-13,5,0,3,3,Spring,2011,Jan,Thu,Clear/Few clouds,5.74,6.0600000000000005,50.0,19.999499999999998,Working Day,Not Holiday
284,2011-01-13,6,0,28,28,Spring,2011,Jan,Thu,Clear/Few clouds,4.92,7.575,54.0,8.9981,Working Day,Not Holiday
285,2011-01-13,7,0,72,72,Spring,2011,Jan,Thu,Clear/Few clouds,4.92,7.575,54.0,8.9981,Working Day,Not Holiday
286,2011-01-13,8,5,197,202,Spring,2011,Jan,Thu,Clear/Few clouds,5.74,6.819999999999999,50.0,12.998000000000001,Working Day,Not Holiday
287,2011-01-13,9,2,137,139,Spring,2011,Jan,Thu,Clear/Few clouds,5.74,6.0600000000000005,50.0,22.0028,Working Day,Not Holiday
288,2011-01-13,10,2,36,38,Spring,2011,Jan,Thu,Mist/Cloudy,6.5600000000000005,6.819999999999999,50.0,23.9994,Working Day,Not Holiday
289,2011-01-13,11,4,33,37,Spring,2011,Jan,Thu,Mist/Cloudy,8.200000000000001,8.334999999999999,44.0,30.002599999999997,Working Day,Not Holiday
290,2011-01-13,12,3,49,52,Spring,2011,Jan,Thu,Clear/Few clouds,8.200000000000001,8.334999999999999,44.0,27.999299999999998,Working Day,Not Holiday
291,2011-01-13,13,2,81,83,Spring,2011,Jan,Thu,Clear/Few clouds,9.02,9.85,41.0,30.002599999999997,Working Day,Not Holiday
292,2011-01-13,14,3,39,42,Spring,2011,Jan,Thu,Clear/Few clouds,9.02,9.85,41.0,26.0027,Working Day,Not Holiday
293,2011-01-13,15,5,55,60,Spring,2011,Jan,Thu,Clear/Few clouds,9.84,10.605,38.0,19.999499999999998,Working Day,Not Holiday
294,2011-01-13,16,2,76,78,Spring,2011,Jan,Thu,Clear/Few clouds,9.84,10.605,38.0,23.9994,Working Day,Not Holiday
295,2011-01-13,17,4,158,162,Spring,2011,Jan,Thu,Clear/Few clouds,8.200000000000001,9.09,40.0,19.0012,Working Day,Not Holiday
296,2011-01-13,18,3,141,144,Spring,2011,Jan,Thu,Clear/Few clouds,8.200000000000001,9.09,40.0,22.0028,Working Day,Not Holiday
297,2011-01-13,19,1,98,99,Spring,2011,Jan,Thu,Clear/Few clouds,6.5600000000000005,7.575,47.0,16.997899999999998,Working Day,Not Holiday
298,2011-01-13,20,0,64,64,Spring,2011,Jan,Thu,Clear/Few clouds,6.5600000000000005,7.575,47.0,15.001299999999999,Working Day,Not Holiday
299,2011-01-13,21,0,40,40,Spring,2011,Jan,Thu,Clear/Few clouds,5.74,6.0600000000000005,46.0,19.999499999999998,Working Day,Not Holiday
300,2011-01-13,22,0,30,30,Spring,2011,Jan,Thu,Clear/Few clouds,5.74,6.0600000000000005,46.0,22.0028,Working Day,Not Holiday
301,2011-01-13,23,1,14,15,Spring,2011,Jan,Thu,Clear/Few clouds,4.92,6.819999999999999,50.0,12.998000000000001,Working Day,Not Holiday
302,2011-01-14,0,0,14,14,Spring,2011,Jan,Fri,Clear/Few clouds,4.92,6.819999999999999,50.0,12.998000000000001,Working Day,Not Holiday
303,2011-01-14,1,0,5,5,Spring,2011,Jan,Fri,Clear/Few clouds,4.1000000000000005,6.0600000000000005,54.0,11.0014,Working Day,Not Holiday
304,2011-01-14,2,0,1,1,Spring,2011,Jan,Fri,Clear/Few clouds,4.1000000000000005,6.0600000000000005,54.0,8.9981,Working Day,Not Holiday
305,2011-01-14,3,0,1,1,Spring,2011,Jan,Fri,Clear/Few clouds,4.1000000000000005,6.819999999999999,54.0,7.0015,Working Day,Not Holiday
306,2011-01-14,5,0,8,8,Spring,2011,Jan,Fri,Clear/Few clouds,4.1000000000000005,6.819999999999999,54.0,6.0032,Working Day,Not Holiday
307,2011-01-14,6,0,17,17,Spring,2011,Jan,Fri,Clear/Few clouds,4.1000000000000005,9.09,54.0,0.0,Working Day,Not Holiday
308,2011-01-14,7,0,70,70,Spring,2011,Jan,Fri,Clear/Few clouds,4.1000000000000005,6.0600000000000005,74.0,11.0014,Working Day,Not Holiday
309,2011-01-14,8,2,156,158,Spring,2011,Jan,Fri,Clear/Few clouds,4.92,8.334999999999999,68.0,0.0,Working Day,Not Holiday
310,2011-01-14,9,0,117,117,Spring,2011,Jan,Fri,Clear/Few clouds,5.74,7.575,69.0,8.9981,Working Day,Not Holiday
311,2011-01-14,10,4,40,44,Spring,2011,Jan,Fri,Clear/Few clouds,7.38,9.09,55.00000000000001,12.998000000000001,Working Day,Not Holiday
312,2011-01-14,11,6,47,53,Spring,2011,Jan,Fri,Clear/Few clouds,7.38,8.334999999999999,51.0,19.0012,Working Day,Not Holiday
313,2011-01-14,12,2,59,61,Spring,2011,Jan,Fri,Clear/Few clouds,8.200000000000001,9.85,44.0,16.997899999999998,Working Day,Not Holiday
314,2011-01-14,13,4,73,77,Spring,2011,Jan,Fri,Clear/Few clouds,9.02,9.85,37.0,26.0027,Working Day,Not Holiday
315,2011-01-14,14,5,59,64,Spring,2011,Jan,Fri,Clear/Few clouds,9.02,10.605,41.0,19.0012,Working Day,Not Holiday
316,2011-01-14,15,9,59,68,Spring,2011,Jan,Fri,Clear/Few clouds,9.84,12.120000000000001,38.0,11.0014,Working Day,Not Holiday
317,2011-01-14,16,3,87,90,Spring,2011,Jan,Fri,Clear/Few clouds,9.02,12.120000000000001,41.0,7.0015,Working Day,Not Holiday
318,2011-01-14,17,4,155,159,Spring,2011,Jan,Fri,Clear/Few clouds,9.02,11.365,41.0,11.0014,Working Day,Not Holiday
319,2011-01-14,18,5,134,139,Spring,2011,Jan,Fri,Clear/Few clouds,8.200000000000001,12.879999999999999,47.0,0.0,Working Day,Not Holiday
320,2011-01-14,19,3,89,92,Spring,2011,Jan,Fri,Clear/Few clouds,6.5600000000000005,9.85,59.0,6.0032,Working Day,Not Holiday
321,2011-01-14,20,0,68,68,Spring,2011,Jan,Fri,Clear/Few clouds,7.38,12.120000000000001,59.0,0.0,Working Day,Not Holiday
322,2011-01-14,21,4,48,52,Spring,2011,Jan,Fri,Clear/Few clouds,6.5600000000000005,11.365,69.0,0.0,Working Day,Not Holiday
323,2011-01-14,22,2,34,36,Spring,2011,Jan,Fri,Mist/Cloudy,6.5600000000000005,11.365,69.0,0.0,Working Day,Not Holiday
324,2011-01-14,23,1,26,27,Spring,2011,Jan,Fri,Mist/Cloudy,7.38,12.120000000000001,55.00000000000001,0.0,Working Day,Not Holiday
325,2011-01-15,0,3,25,28,Spring,2011,Jan,Sat,Clear/Few clouds,7.38,12.120000000000001,55.00000000000001,0.0,Not Working Day,Not Holiday
326,2011-01-15,1,2,18,20,Spring,2011,Jan,Sat,Mist/Cloudy,6.5600000000000005,9.85,59.0,6.0032,Not Working Day,Not Holiday
327,2011-01-15,2,0,12,12,Spring,2011,Jan,Sat,Mist/Cloudy,6.5600000000000005,9.85,59.0,6.0032,Not Working Day,Not Holiday
328,2011-01-15,3,1,7,8,Spring,2011,Jan,Sat,Mist/Cloudy,6.5600000000000005,11.365,59.0,0.0,Not Working Day,Not Holiday
329,2011-01-15,4,0,5,5,Spring,2011,Jan,Sat,Mist/Cloudy,6.5600000000000005,11.365,59.0,0.0,Not Working Day,Not Holiday
330,2011-01-15,5,0,1,1,Spring,2011,Jan,Sat,Clear/Few clouds,6.5600000000000005,11.365,59.0,0.0,Not Working Day,Not Holiday
331,2011-01-15,6,1,2,3,Spring,2011,Jan,Sat,Clear/Few clouds,5.74,8.334999999999999,63.0,7.0015,Not Working Day,Not Holiday
332,2011-01-15,7,1,9,10,Spring,2011,Jan,Sat,Clear/Few clouds,5.74,10.605,63.0,0.0,Not Working Day,Not Holiday
333,2011-01-15,8,1,22,23,Spring,2011,Jan,Sat,Clear/Few clouds,5.74,7.575,63.0,8.9981,Not Working Day,Not Holiday
334,2011-01-15,9,2,31,33,Spring,2011,Jan,Sat,Clear/Few clouds,6.5600000000000005,9.09,64.0,8.9981,Not Working Day,Not Holiday
335,2011-01-15,10,2,57,59,Spring,2011,Jan,Sat,Clear/Few clouds,7.38,9.85,59.0,11.0014,Not Working Day,Not Holiday
336,2011-01-15,11,18,54,72,Spring,2011,Jan,Sat,Clear/Few clouds,8.200000000000001,9.85,55.00000000000001,15.001299999999999,Not Working Day,Not Holiday
337,2011-01-15,12,15,74,89,Spring,2011,Jan,Sat,Clear/Few clouds,9.84,11.365,48.0,15.001299999999999,Not Working Day,Not Holiday
338,2011-01-15,13,21,80,101,Spring,2011,Jan,Sat,Clear/Few clouds,11.48,12.879999999999999,38.0,19.999499999999998,Not Working Day,Not Holiday
339,2011-01-15,14,26,92,118,Spring,2011,Jan,Sat,Clear/Few clouds,12.299999999999999,14.395,39.0,19.0012,Not Working Day,Not Holiday
340,2011-01-15,15,21,108,129,Spring,2011,Jan,Sat,Mist/Cloudy,13.120000000000001,15.909999999999998,36.0,12.998000000000001,Not Working Day,Not Holiday
341,2011-01-15,16,33,95,128,Spring,2011,Jan,Sat,Mist/Cloudy,13.940000000000001,16.665,34.0,12.998000000000001,Not Working Day,Not Holiday
342,2011-01-15,17,29,54,83,Spring,2011,Jan,Sat,Mist/Cloudy,13.120000000000001,15.15,36.0,19.0012,Not Working Day,Not Holiday
343,2011-01-15,18,15,69,84,Spring,2011,Jan,Sat,Mist/Cloudy,12.299999999999999,14.395,45.0,16.997899999999998,Not Working Day,Not Holiday
344,2011-01-15,19,14,60,74,Spring,2011,Jan,Sat,Mist/Cloudy,13.120000000000001,15.15,39.0,16.997899999999998,Not Working Day,Not Holiday
345,2011-01-15,20,6,35,41,Spring,2011,Jan,Sat,Mist/Cloudy,13.120000000000001,15.15,39.0,16.997899999999998,Not Working Day,Not Holiday
346,2011-01-15,21,6,51,57,Spring,2011,Jan,Sat,Mist/Cloudy,13.120000000000001,15.15,39.0,15.001299999999999,Not Working Day,Not Holiday
347,2011-01-15,22,0,26,26,Spring,2011,Jan,Sat,Mist/Cloudy,12.299999999999999,15.909999999999998,42.0,7.0015,Not Working Day,Not Holiday
348,2011-01-15,23,5,39,44,Spring,2011,Jan,Sat,Clear/Few clouds,12.299999999999999,14.395,45.0,19.0012,Not Working Day,Not Holiday
349,2011-01-16,0,6,33,39,Spring,2011,Jan,Sun,Clear/Few clouds,10.66,15.15,56.00000000000001,0.0,Not Working Day,Not Holiday
350,2011-01-16,1,4,19,23,Spring,2011,Jan,Sun,Clear/Few clouds,10.66,13.635,56.00000000000001,8.9981,Not Working Day,Not Holiday
351,2011-01-16,2,3,13,16,Spring,2011,Jan,Sun,Clear/Few clouds,10.66,14.395,56.00000000000001,6.0032,Not Working Day,Not Holiday
352,2011-01-16,3,9,6,15,Spring,2011,Jan,Sun,Clear/Few clouds,9.02,13.635,69.0,0.0,Not Working Day,Not Holiday
353,2011-01-16,4,0,1,1,Spring,2011,Jan,Sun,Clear/Few clouds,10.66,12.879999999999999,56.00000000000001,11.0014,Not Working Day,Not Holiday
354,2011-01-16,5,1,1,2,Spring,2011,Jan,Sun,Mist/Cloudy,10.66,12.879999999999999,56.00000000000001,11.0014,Not Working Day,Not Holiday
355,2011-01-16,6,0,1,1,Spring,2011,Jan,Sun,Mist/Cloudy,10.66,12.879999999999999,56.00000000000001,11.0014,Not Working Day,Not Holiday
356,2011-01-16,7,0,3,3,Spring,2011,Jan,Sun,Mist/Cloudy,9.84,10.605,56.00000000000001,19.999499999999998,Not Working Day,Not Holiday
357,2011-01-16,8,0,18,18,Spring,2011,Jan,Sun,Clear/Few clouds,9.02,10.605,55.00000000000001,19.0012,Not Working Day,Not Holiday
358,2011-01-16,9,3,29,32,Spring,2011,Jan,Sun,Clear/Few clouds,9.02,10.605,51.0,16.997899999999998,Not Working Day,Not Holiday
