instant,dteday,casual,registered,cnt,season_desc,year,month,weekday_desc,weather_desc,temp_actual,atemp_actual,hum_actual,windspeed_actual,workingday_desc,holiday_desc
715,2012-12-15,767,4280,5047,Winter,2012,Dec,Sat,Clear/Few clouds,13.290847,16.91915,65.0417,7.12545,Not Working Day,Not Holiday
716,2012-12-16,538,3248,3786,Winter,2012,Dec,Sun,Mist/Cloudy,14.862499999999999,18.4969,83.875,6.749714,Not Working Day,Not Holiday
717,2012-12-17,212,4373,4585,Winter,2012,Dec,Mon,Mist/Cloudy,16.126653,20.075000000000003,90.7083,6.583306100000001,Working Day,Not Holiday
718,2012-12-18,433,5124,5557,Winter,2012,Dec,Tue,Clear/Few clouds,16.844153,20.485400000000002,66.625,14.834067999999998,Working Day,Not Holiday
719,2012-12-19,333,4934,5267,Winter,2012,Dec,Wed,Clear/Few clouds,13.6325,17.1081,62.5417,12.334164000000001,Working Day,Not Holiday
720,2012-12-20,314,3814,4128,Winter,2012,Dec,Thu,Mist/Cloudy,13.530000000000001,16.760849999999998,66.79169999999999,8.875021,Working Day,Not Holiday
721,2012-12-21,221,3402,3623,Spring,2012,Dec,Fri,Mist/Cloudy,13.393346999999999,15.08835,55.666700000000006,25.083661000000003,Working Day,Not Holiday
722,2012-12-22,205,1544,1749,Spring,2012,Dec,Sat,Clear/Few clouds,10.899153,11.80565,44.125,27.292182,Not Working Day,Not Holiday
723,2012-12-23,408,1379,1787,Spring,2012,Dec,Sun,Clear/Few clouds,10.079153,12.97355,51.5417,8.916561,Not Working Day,Not Holiday
724,2012-12-24,174,746,920,Spring,2012,Dec,Mon,Mist/Cloudy,9.483464,12.945,79.1304,5.1744368000000005,Working Day,Not Holiday
725,2012-12-25,440,573,1013,Spring,2012,Dec,Tue,Mist/Cloudy,11.943464,14.723249999999998,73.47829999999999,11.304642,Not Working Day,Holiday
726,2012-12-26,9,432,441,Spring,2012,Dec,Wed,Light Rain/Snow,9.976652999999999,11.01665,82.3333,21.208582,Working Day,Not Holiday
727,2012-12-27,247,1867,2114,Spring,2012,Dec,Thu,Mist/Cloudy,10.420846999999998,11.3321,65.29169999999999,23.458911,Working Day,Not Holiday
728,2012-12-28,644,2451,3095,Spring,2012,Dec,Fri,Mist/Cloudy,10.386652999999999,12.7523,59.0,10.416557,Working Day,Not Holiday
729,2012-12-29,159,1182,1341,Spring,2012,Dec,Sat,Mist/Cloudy,10.386652999999999,12.120000000000001,75.29169999999999,8.333661,Not Working Day,Not Holiday
730,2012-12-30,364,1432,1796,Spring,2012,Dec,Sun,Clear/Few clouds,10.489152999999998,11.584999999999999,48.3333,23.500518,Not Working Day,Not Holiday
731,2012-12-31,439,2290,2729,Spring,2012,Dec,Mon,Mist/Cloudy,8.849153,11.17435,57.75,10.374682,Working Day,Not Holiday
